numeric_feature_0,numeric_feature_1,numeric_feature_2,numeric_feature_3,numeric_feature_4,numeric_feature_5,numeric_feature_6,numeric_feature_7,target,region,size_category
1.0409541737977894,-0.7267419048820193,-0.8607568017018197,-0.8953543736592,-1.265258409085215,0.5342078623746747,1.0628536930332164,2.3378277453883,205.75477185247942,South,XL
-0.3540407109410238,0.591814133741378,0.019616657693989903,0.7153813154412441,-0.573601772896901,0.6728612359668199,0.7181857257079345,0.4384757388097273,165.45222179812856,East,L
-1.183258512665775,-1.7587394864231143,0.6860514599984393,0.6453759495851475,-2.0392321777601006,1.0584244868495878,1.3686315575323487,-0.9649234605801045,-66.76154671727646,West,M
-0.018708756445897416,0.19473619471877485,-2.9403886346642802,-0.194908280352681,-0.38851845308888583,0.655900776529761,1.1337700968670645,0.5935567222808619,46.54797984459178,East,M
-0.8176823966051338,-1.4829844319824181,-0.5385736732966242,0.8193732681394064,-1.1338303568063541,-0.46675881195144053,0.42388948244398605,-0.9657826328639593,-232.94325839998268,West,XL
2.135586730077366,0.4136162575716805,1.667256841749534,0.8197397172580948,0.2820342192093425,-2.1239928181256356,-0.19547264358597383,0.29722722158508635,-13.34502619928388,West,S
-1.4239581121976068,-2.106889114626081,-1.4337300248102285,-0.37563366071734017,0.17852916972047786,-0.8374057253154913,-1.3048168904329494,0.44166256418606065,-295.2161600185902,South,L
-0.0885442145830127,0.6874267551265042,-1.1321491407160067,0.6844504776364279,-0.45389141615312834,-1.0989162547281939,-0.4211988166129132,0.9764313771980682,12.6012241481455,West,L
-0.30906623673826017,0.7320809514330224,0.0321850870368397,1.3465716626102961,0.40482340880826806,0.8728170831783344,1.4436703191662383,0.29137898481594593,211.99429621476642,North,M
-0.4070363129267805,-0.9539394193966448,0.7307641190665245,-1.9701038177118355,0.6863184569567008,0.014273067836434106,0.8925973382993092,-1.2111719292807812,-120.72296827205561,West,L
-0.45025338777827145,-0.9722982447348347,1.436368034243754,0.4562494885285328,-0.7560040194566048,-1.0501865373616694,-3.044656539243162,1.0216352138276081,-131.22918937781782,West,L
-0.7348108975341908,1.4837439102037069,0.029796165121424436,1.1765332537877653,-1.3992282592246312,-0.6401544568346118,-0.5837221335626013,-1.0857477107815494,-47.245656096801746,South,L
-1.6834381922209503,-0.20922187374452778,1.395683810789956,-0.30803428418574125,-0.8058700664961888,-0.5621680265783021,0.7796605322693398,1.3103087461196083,160.82842175735843,East,L
-2.6968866429415717,-0.2727235697476705,-1.5031429531181062,-0.3357846992901282,-0.05429486651781221,-0.24574306408594432,1.669021525289393,-0.2595913513636048,-43.331169743022855,East,S
0.6862601903745135,-1.867265192591748,0.08187413938632256,-0.7728252145375718,-1.6127158711896517,2.3146585666735087,-0.23681860674000887,-0.48536354782910346,-56.08458859357108,North,S
1.1598399663883443,0.8272361076574231,0.7707502096187874,-0.3307748960230527,-0.5059661989878553,2.381713531732546,-0.5101608136502173,0.14945608966330953,232.78016451605572,South,L
1.7110288091907877,-1.0471575686902646,-1.7464667255790336,-1.2681368049753126,0.5239605120767348,0.33164766712576277,-0.16825913448754154,0.06837156596765875,-135.97187826892068,South,S
0.44130715169924584,0.7719201548366751,1.0587285298838789,0.012499321907250335,-0.7331561971099966,-0.17280173739646437,2.8684030556667683,-1.6685992588781953,71.96417187715504,West,S
-1.0196953197088567,0.19484234027013805,0.1812511626020504,-0.10434279298689192,0.2063617713254507,0.46027162498230384,0.3933070500053236,-0.7380570836613916,1.0709327552355954,West,L
0.012169682282905197,-0.5551092279283498,-1.5223343182817441,0.7663884765723994,-0.09287450139305273,0.7979752545819053,-0.4138949422748569,0.46079724361596747,-28.290470022399685,South,XL
-0.7539645888666763,-0.06259312789952241,0.2811914239693758,0.594754341665286,-0.28067507686677406,0.10420110395187607,0.8534155587803077,0.7589285897867651,124.87814402722098,East,S
-0.016568409822520076,-0.04592882874016064,0.9558027451124809,1.0899049590908303,0.6833245115160919,-0.4842583519308302,-0.5711839740841865,0.04382879946042826,-15.057615350815482,North,XS
-0.9680457585102453,0.37976763604089603,-0.3975577654917214,1.036087651046256,-0.31030770538490365,1.2376537575119981,-1.422974925261673,-0.9701242603796436,-61.95200456526523,North,L
-1.015821818978397,1.1486373494287152,-0.810252437014381,-1.6151318159055095,0.06167984984797165,0.20056919723094285,1.1647393544571714,-0.7345915767980492,51.406045434357495,East,M
0.7931756882186773,0.14506374595938162,-0.8281962729652346,-1.1996975283653082,-0.12205713212127726,-2.018487864388638,-2.3161438629688766,0.8580141953021454,-181.0069721388946,East,S
0.5082686396745896,0.21539650545628794,-2.1305664798072006,-0.38502181171286365,3.9262377064363267,0.7682072166317373,0.38298898474092846,0.14125714008746323,9.940908565440962,East,XL
-0.275051697151644,-0.57581824064468,0.7575077100473051,-0.11232804969082982,-2.301921164735585,-0.5305011476105275,-0.22096959953322298,0.6141667000434252,-1.9665990810332714,North,S
